,Location,median_income,gini_index
2452,"Knox County, Tennessee: Summary level: 050, state:47> county:093",70003,0.4856
2453,"Lewis County, Tennessee: Summary level: 050, state:47> county:101",46375,0.4236
2454,"McMinn County, Tennessee: Summary level: 050, state:47> county:107",51445,0.4538
2455,"Marshall County, Tennessee: Summary level: 050, state:47> county:117",55140,0.4283
2456,"Obion County, Tennessee: Summary level: 050, state:47> county:131",48378,0.4558
2457,"Rhea County, Tennessee: Summary level: 050, state:47> county:143",51657,0.466
2458,"Scott County, Tennessee: Summary level: 050, state:47> county:151",39990,0.475
2459,"Tipton County, Tennessee: Summary level: 050, state:47> county:167",63867,0.4389
2460,"Anderson County, Tennessee: Summary level: 050, state:47> county:001",59094,0.4659
2461,"Dyer County, Tennessee: Summary level: 050, state:47> county:045",54334,0.4762
2462,"Fentress County, Tennessee: Summary level: 050, state:47> county:049",39552,0.4563
2463,"Gibson County, Tennessee: Summary level: 050, state:47> county:053",51959,0.438
2464,"Hamilton County, Tennessee: Summary level: 050, state:47> county:065",68031,0.4854
2465,"Hardeman County, Tennessee: Summary level: 050, state:47> county:069",45084,0.4411
2466,"Loudon County, Tennessee: Summary level: 050, state:47> county:105",62697,0.4641
2467,"Polk County, Tennessee: Summary level: 050, state:47> county:139",49237,0.4571
2468,"Rutherford County, Tennessee: Summary level: 050, state:47> county:149",73719,0.4074
2469,"Smith County, Tennessee: Summary level: 050, state:47> county:159",52938,0.4404
2470,"White County, Tennessee: Summary level: 050, state:47> county:185",45242,0.458
2471,"Wilson County, Tennessee: Summary level: 050, state:47> county:189",76913,0.413
2472,"Sullivan County, Tennessee: Summary level: 050, state:47> county:163",55021,0.4716
2473,"Unicoi County, Tennessee: Summary level: 050, state:47> county:171",45194,0.4449
2474,"Warren County, Tennessee: Summary level: 050, state:47> county:177",48491,0.4669
2475,"Washington County, Tennessee: Summary level: 050, state:47> county:179",56726,0.4879
2476,"Weakley County, Tennessee: Summary level: 050, state:47> county:183",49260,0.4432
2477,"Benton County, Tennessee: Summary level: 050, state:47> county:005",48109,0.4766
2478,"Bledsoe County, Tennessee: Summary level: 050, state:47> county:007",49375,0.4734
2479,"Campbell County, Tennessee: Summary level: 050, state:47> county:013",44074,0.4899
2480,"Cannon County, Tennessee: Summary level: 050, state:47> county:015",57462,0.4572
2481,"Coffee County, Tennessee: Summary level: 050, state:47> county:031",57262,0.4545
2482,"Fayette County, Tennessee: Summary level: 050, state:47> county:047",68159,0.4742
2483,"Hancock County, Tennessee: Summary level: 050, state:47> county:067",40889,0.4823
2484,"Hawkins County, Tennessee: Summary level: 050, state:47> county:073",48913,0.4536
2485,"Johnson County, Tennessee: Summary level: 050, state:47> county:091",38694,0.4887
2486,"Lincoln County, Tennessee: Summary level: 050, state:47> county:103",50679,0.4484
2487,"Macon County, Tennessee: Summary level: 050, state:47> county:111",42037,0.4709
2488,"Moore County, Tennessee: Summary level: 050, state:47> county:127",61854,0.4895
2489,"Robertson County, Tennessee: Summary level: 050, state:47> county:147",64489,0.4108
2490,"Franklin County, Tennessee: Summary level: 050, state:47> county:051",54141,0.4723
2491,"Blount County, Tennessee: Summary level: 050, state:47> county:009",63557,0.4672
2492,"Cheatham County, Tennessee: Summary level: 050, state:47> county:021",68399,0.3942
2493,"Carter County, Tennessee: Summary level: 050, state:47> county:019",43898,0.4779
2494,"Grainger County, Tennessee: Summary level: 050, state:47> county:057",49613,0.4167
2495,"Giles County, Tennessee: Summary level: 050, state:47> county:055",53957,0.437
2496,"Lauderdale County, Tennessee: Summary level: 050, state:47> county:097",43468,0.4514
2497,"Lawrence County, Tennessee: Summary level: 050, state:47> county:099",49060,0.4213
2498,"Madison County, Tennessee: Summary level: 050, state:47> county:113",56038,0.4754
2499,"Marion County, Tennessee: Summary level: 050, state:47> county:115",55515,0.4477
2500,"Overton County, Tennessee: Summary level: 050, state:47> county:133",45324,0.4564
2501,"Pickett County, Tennessee: Summary level: 050, state:47> county:137",45141,0.4151
2502,"Sumner County, Tennessee: Summary level: 050, state:47> county:165",72529,0.4399
2503,"Wayne County, Tennessee: Summary level: 050, state:47> county:181",42974,0.4651
2504,"Trousdale County, Tennessee: Summary level: 050, state:47> county:169",53703,0.4201
2505,"Williamson County, Tennessee: Summary level: 050, state:47> county:187",115835,0.4476
2506,"Bedford County, Tennessee: Summary level: 050, state:47> county:003",51980,0.4527
2507,"Clay County, Tennessee: Summary level: 050, state:47> county:027",41056,0.4482
2508,"Greene County, Tennessee: Summary level: 050, state:47> county:059",48062,0.4568
2509,"Cumberland County, Tennessee: Summary level: 050, state:47> county:035",49230,0.4344
2510,"Shelby County, Tennessee: Summary level: 050, state:47> county:157",61252,0.5109
2511,"Van Buren County, Tennessee: Summary level: 050, state:47> county:175",51014,0.4026
2512,"Claiborne County, Tennessee: Summary level: 050, state:47> county:025",45217,0.477
2513,"Henderson County, Tennessee: Summary level: 050, state:47> county:077",52689,0.4393
2514,"Hickman County, Tennessee: Summary level: 050, state:47> county:081",47238,0.4864
2515,"Humphreys County, Tennessee: Summary level: 050, state:47> county:085",51352,0.4655
2516,"Jefferson County, Tennessee: Summary level: 050, state:47> county:089",54591,0.4472
2517,"Putnam County, Tennessee: Summary level: 050, state:47> county:141",51927,0.5181
2518,"Sequatchie County, Tennessee: Summary level: 050, state:47> county:153",57397,0.4067
2519,"Sevier County, Tennessee: Summary level: 050, state:47> county:155",53774,0.4305
2520,"Stewart County, Tennessee: Summary level: 050, state:47> county:161",55833,0.4059
2521,"Hardin County, Texas: Summary level: 050, state:48> county:199",71848,0.4739
2522,"Haskell County, Texas: Summary level: 050, state:48> county:207",52004,0.4464
2523,"Howard County, Texas: Summary level: 050, state:48> county:227",60440,0.4668
2524,"Leon County, Texas: Summary level: 050, state:48> county:289",56667,0.4672
2525,"Mills County, Texas: Summary level: 050, state:48> county:333",58811,0.449
2526,"Montague County, Texas: Summary level: 050, state:48> county:337",52159,0.4533
2527,"Newton County, Texas: Summary level: 050, state:48> county:351",51371,0.4275
2528,"Panola County, Texas: Summary level: 050, state:48> county:365",57568,0.458
2529,"Reeves County, Texas: Summary level: 050, state:48> county:389",59606,0.442
2530,"Sabine County, Texas: Summary level: 050, state:48> county:403",41513,0.47
2531,"Sherman County, Texas: Summary level: 050, state:48> county:421",62434,0.423
2532,"Swisher County, Texas: Summary level: 050, state:48> county:437",46750,0.4758
2533,"Hunt County, Texas: Summary level: 050, state:48> county:231",62590,0.4492
2534,"Camp County, Texas: Summary level: 050, state:48> county:063",51463,0.4325
2535,"Hansford County, Texas: Summary level: 050, state:48> county:195",41053,0.4646
2536,"Guadalupe County, Texas: Summary level: 050, state:48> county:187",75855,0.406
2537,"Clay County, Texas: Summary level: 050, state:48> county:077",61964,0.472
2538,"Hartley County, Texas: Summary level: 050, state:48> county:205",68464,0.3917
2539,"Hill County, Texas: Summary level: 050, state:48> county:217",57527,0.4552
2540,"Limestone County, Texas: Summary level: 050, state:48> county:293",50967,0.4552
2541,"Nacogdoches County, Texas: Summary level: 050, state:48> county:347",55094,0.5081
2542,"Parmer County, Texas: Summary level: 050, state:48> county:369",54051,0.4096
2543,"Parker County, Texas: Summary level: 050, state:48> county:367",82185,0.4416
2544,"Presidio County, Texas: Summary level: 050, state:48> county:377",34719,0.4587
2545,"Val Verde County, Texas: Summary level: 050, state:48> county:465",51421,0.4647
2546,"Culberson County, Texas: Summary level: 050, state:48> county:109",40337,0.442
2547,"Ector County, Texas: Summary level: 050, state:48> county:135",67578,0.4521
2548,"Garza County, Texas: Summary level: 050, state:48> county:169",56637,0.4476
2549,"Glasscock County, Texas: Summary level: 050, state:48> county:173",64545,0.4628
2550,"Grimes County, Texas: Summary level: 050, state:48> county:185",57291,0.5037
2551,"Travis County, Texas: Summary level: 050, state:48> county:453",87167,0.4858
2552,"Collin County, Texas: Summary level: 050, state:48> county:085",105954,0.4326
2553,"Angelina County, Texas: Summary level: 050, state:48> county:005",53511,0.4527
2554,"Collingsworth County, Texas: Summary level: 050, state:48> county:087",52927,0.4193
2555,"Cottle County, Texas: Summary level: 050, state:48> county:101",44500,0.4693
2556,"Hays County, Texas: Summary level: 050, state:48> county:209",80194,0.451
2557,"Lamb County, Texas: Summary level: 050, state:48> county:279",52561,0.4508
2558,"Lipscomb County, Texas: Summary level: 050, state:48> county:295",72500,0.4431
2559,"Loving County, Texas: Summary level: 050, state:48> county:301",93125,0.3404
2560,"Matagorda County, Texas: Summary level: 050, state:48> county:321",55196,0.469
2561,"Pecos County, Texas: Summary level: 050, state:48> county:371",69861,0.4195
2562,"Robertson County, Texas: Summary level: 050, state:48> county:395",58966,0.4174
2563,"Rockwall County, Texas: Summary level: 050, state:48> county:397",103778,0.409
2564,"Rusk County, Texas: Summary level: 050, state:48> county:401",56273,0.4456
2565,"Taylor County, Texas: Summary level: 050, state:48> county:441",60013,0.4572
2566,"Throckmorton County, Texas: Summary level: 050, state:48> county:447",58214,0.5071
2567,"Trinity County, Texas: Summary level: 050, state:48> county:455",42838,0.4447
2568,"Walker County, Texas: Summary level: 050, state:48> county:471",60442,0.4746
2569,"Wood County, Texas: Summary level: 050, state:48> county:499",55631,0.4611
2570,"Bandera County, Texas: Summary level: 050, state:48> county:019",67904,0.4273
2571,"Aransas County, Texas: Summary level: 050, state:48> county:007",57957,0.5213
2572,"Childress County, Texas: Summary level: 050, state:48> county:075",59583,0.4273
2573,"Cochran County, Texas: Summary level: 050, state:48> county:079",52222,0.4878
2574,"Coke County, Texas: Summary level: 050, state:48> county:081",58750,0.4171
2575,"Comal County, Texas: Summary level: 050, state:48> county:091",85829,0.4382
2576,"Coryell County, Texas: Summary level: 050, state:48> county:099",57731,0.4165
2577,"Hemphill County, Texas: Summary level: 050, state:48> county:211",72500,0.424
2578,"Houston County, Texas: Summary level: 050, state:48> county:225",44092,0.4659
2579,"Moore County, Texas: Summary level: 050, state:48> county:341",58283,0.3818
2580,"Navarro County, Texas: Summary level: 050, state:48> county:349",52377,0.4523
2581,"Potter County, Texas: Summary level: 050, state:48> county:375",50274,0.4845
2582,"San Augustine County, Texas: Summary level: 050, state:48> county:405",48694,0.5154
2583,"Scurry County, Texas: Summary level: 050, state:48> county:415",68688,0.4141
2584,"Shackelford County, Texas: Summary level: 050, state:48> county:417",56953,0.4534
2585,"Starr County, Texas: Summary level: 050, state:48> county:427",30558,0.5023
2586,"Stonewall County, Texas: Summary level: 050, state:48> county:433",79643,0.4741
2587,"Upton County, Texas: Summary level: 050, state:48> county:461",67533,0.4557
2588,"Bastrop County, Texas: Summary level: 050, state:48> county:021",69530,0.4116
2589,"Brown County, Texas: Summary level: 050, state:48> county:049",54513,0.4809
2590,"Hall County, Texas: Summary level: 050, state:48> county:191",37647,0.5128
2591,"Bee County, Texas: Summary level: 050, state:48> county:025",48242,0.4692
2592,"Franklin County, Texas: Summary level: 050, state:48> county:159",60750,0.4601
2593,"Frio County, Texas: Summary level: 050, state:48> county:163",45124,0.496
2594,"Crane County, Texas: Summary level: 050, state:48> county:103",75242,0.4063
2595,"Lampasas County, Texas: Summary level: 050, state:48> county:281",66662,0.4177
2596,"McCulloch County, Texas: Summary level: 050, state:48> county:307",53564,0.4495
2597,"Mason County, Texas: Summary level: 050, state:48> county:319",59398,0.4339
2598,"Dickens County, Texas: Summary level: 050, state:48> county:125",55341,0.5074
2599,"Lee County, Texas: Summary level: 050, state:48> county:287",66073,0.4497
2600,"Tarrant County, Texas: Summary level: 050, state:48> county:439",74189,0.46
2601,"Anderson County, Texas: Summary level: 050, state:48> county:001",52611,0.4373
2602,"Ellis County, Texas: Summary level: 050, state:48> county:139",77682,0.4118
2603,"Jackson County, Texas: Summary level: 050, state:48> county:239",70902,0.4291
2604,"Kerr County, Texas: Summary level: 050, state:48> county:265",59631,0.4593
2605,"Milam County, Texas: Summary level: 050, state:48> county:331",54688,0.4488
2606,"Comanche County, Texas: Summary level: 050, state:48> county:093",49167,0.4368
2607,"Falls County, Texas: Summary level: 050, state:48> county:145",50601,0.4532
2608,"Brooks County, Texas: Summary level: 050, state:48> county:047",28029,0.5105
2609,"Austin County, Texas: Summary level: 050, state:48> county:015",77360,0.4421
2610,"Kenedy County, Texas: Summary level: 050, state:48> county:261",36111,0.4292
2611,"Nueces County, Texas: Summary level: 050, state:48> county:355",62922,0.4657
2612,"Colorado County, Texas: Summary level: 050, state:48> county:089",65082,0.4533
2613,"San Patricio County, Texas: Summary level: 050, state:48> county:409",59901,0.4397
2614,"Rains County, Texas: Summary level: 050, state:48> county:379",60202,0.4235
2615,"Randall County, Texas: Summary level: 050, state:48> county:381",81653,0.4265
2616,"Real County, Texas: Summary level: 050, state:48> county:385",50052,0.4436
2617,"San Saba County, Texas: Summary level: 050, state:48> county:411",51992,0.4796
2618,"Schleicher County, Texas: Summary level: 050, state:48> county:413",72143,0.4438
2619,"Sterling County, Texas: Summary level: 050, state:48> county:431",68348,0.3704
2620,"Zavala County, Texas: Summary level: 050, state:48> county:507",32000,0.4821
2621,"Calhoun County, Texas: Summary level: 050, state:48> county:057",68459,0.4139
2622,"Carson County, Texas: Summary level: 050, state:48> county:065",79333,0.4106
2623,"Foard County, Texas: Summary level: 050, state:48> county:155",53958,0.422
2624,"Freestone County, Texas: Summary level: 050, state:48> county:161",55243,0.4695
2625,"Goliad County, Texas: Summary level: 050, state:48> county:175",68319,0.4764
2626,"Hamilton County, Texas: Summary level: 050, state:48> county:193",60586,0.4824
2627,"Hardeman County, Texas: Summary level: 050, state:48> county:197",52500,0.4628
2628,"Mitchell County, Texas: Summary level: 050, state:48> county:335",66688,0.395
2629,"Titus County, Texas: Summary level: 050, state:48> county:449",50943,0.4401
2630,"Briscoe County, Texas: Summary level: 050, state:48> county:045",52188,0.417
2631,"Lavaca County, Texas: Summary level: 050, state:48> county:285",62220,0.4642
2632,"Liberty County, Texas: Summary level: 050, state:48> county:291",57639,0.4444
2633,"Terry County, Texas: Summary level: 050, state:48> county:445",47252,0.4747
2634,"Wise County, Texas: Summary level: 050, state:48> county:497",66886,0.4291
2635,"Erath County, Texas: Summary level: 050, state:48> county:143",61555,0.4849
2636,"Brazoria County, Texas: Summary level: 050, state:48> county:039",88389,0.4217
2637,"Motley County, Texas: Summary level: 050, state:48> county:345",58167,0.4778
2638,"Donley County, Texas: Summary level: 050, state:48> county:129",55673,0.442
2639,"Atascosa County, Texas: Summary level: 050, state:48> county:013",59229,0.4383
2640,"Coleman County, Texas: Summary level: 050, state:48> county:083",46288,0.5231
2641,"Nolan County, Texas: Summary level: 050, state:48> county:353",56859,0.4734
2642,"Hudspeth County, Texas: Summary level: 050, state:48> county:229",27888,0.4808
2643,"Medina County, Texas: Summary level: 050, state:48> county:325",69840,0.4465
2644,"Ward County, Texas: Summary level: 050, state:48> county:475",76033,0.4378
2645,"Henderson County, Texas: Summary level: 050, state:48> county:213",54818,0.4615
2646,"Harrison County, Texas: Summary level: 050, state:48> county:203",59034,0.4779
2647,"Menard County, Texas: Summary level: 050, state:48> county:327",51953,0.4319
2648,"Lamar County, Texas: Summary level: 050, state:48> county:277",53337,0.4721
2649,"Fayette County, Texas: Summary level: 050, state:48> county:149",68222,0.4698
2650,"Williamson County, Texas: Summary level: 050, state:48> county:491",93076,0.4016
2651,"Kimble County, Texas: Summary level: 050, state:48> county:267",48523,0.5043
2652,"Martin County, Texas: Summary level: 050, state:48> county:317",82844,0.4458
2653,"Doña Ana County, New Mexico: Summary level: 050, state:35> county:013",46567,0.4924
2654,"Oglala Lakota County, South Dakota: Summary level: 050, state:46> county:102",27847,0.502
2655,"Polk County, Texas: Summary level: 050, state:48> county:373",54286,0.4553
2656,"Refugio County, Texas: Summary level: 050, state:48> county:391",59659,0.4252
2657,"Van Zandt County, Texas: Summary level: 050, state:48> county:467",59047,0.448
2658,"Caldwell County, Texas: Summary level: 050, state:48> county:055",59779,0.4364
2659,"Wilbarger County, Texas: Summary level: 050, state:48> county:487",53070,0.4163
2660,"Reagan County, Texas: Summary level: 050, state:48> county:383",75066,0.3941
2661,"Yoakum County, Texas: Summary level: 050, state:48> county:501",69366,0.4086
2662,"Hale County, Texas: Summary level: 050, state:48> county:189",52269,0.4128
2663,"Shelby County, Texas: Summary level: 050, state:48> county:419",47094,0.4854
2664,"Red River County, Texas: Summary level: 050, state:48> county:387",44601,0.4603
2665,"Runnels County, Texas: Summary level: 050, state:48> county:399",50677,0.4518
2666,"San Jacinto County, Texas: Summary level: 050, state:48> county:407",56148,0.4569
2667,"Sutton County, Texas: Summary level: 050, state:48> county:435",61855,0.4156
2668,"Tom Green County, Texas: Summary level: 050, state:48> county:451",63484,0.4688
2669,"Upshur County, Texas: Summary level: 050, state:48> county:459",62906,0.4394
2670,"Victoria County, Texas: Summary level: 050, state:48> county:469",64966,0.4536
2671,"Waller County, Texas: Summary level: 050, state:48> county:473",68997,0.4665
2672,"Wharton County, Texas: Summary level: 050, state:48> county:481",57463,0.49
2673,"Wichita County, Texas: Summary level: 050, state:48> county:485",58299,0.4574
2674,"Wilson County, Texas: Summary level: 050, state:48> county:493",82157,0.4136
2675,"Borden County, Texas: Summary level: 050, state:48> county:033",82250,0.4334
2676,"Hockley County, Texas: Summary level: 050, state:48> county:219",58972,0.4342
2677,"Marion County, Texas: Summary level: 050, state:48> county:315",50383,0.5134
2678,"Maverick County, Texas: Summary level: 050, state:48> county:323",42487,0.472
2679,"Midland County, Texas: Summary level: 050, state:48> county:329",89196,0.4756
2680,"Grayson County, Texas: Summary level: 050, state:48> county:181",65917,0.4449
2681,"Live Oak County, Texas: Summary level: 050, state:48> county:297",60750,0.4371
2682,"Llano County, Texas: Summary level: 050, state:48> county:299",62686,0.5207
2683,"Palo Pinto County, Texas: Summary level: 050, state:48> county:363",54080,0.4722
2684,"Fannin County, Texas: Summary level: 050, state:48> county:147",59472,0.4355
2685,"Karnes County, Texas: Summary level: 050, state:48> county:255",64250,0.5419
2686,"DeWitt County, Texas: Summary level: 050, state:48> county:123",65600,0.5196
2687,"Brazos County, Texas: Summary level: 050, state:48> county:041",64743,0.5182
2688,"Callahan County, Texas: Summary level: 050, state:48> county:059",57462,0.4798
2689,"Cass County, Texas: Summary level: 050, state:48> county:067",51312,0.4393
2690,"Gaines County, Texas: Summary level: 050, state:48> county:165",63021,0.4445
2691,"Gregg County, Texas: Summary level: 050, state:48> county:183",57003,0.4643
2692,"Gray County, Texas: Summary level: 050, state:48> county:179",60186,0.4391
2693,"Madison County, Texas: Summary level: 050, state:48> county:313",56420,0.4481
2694,"Lubbock County, Texas: Summary level: 050, state:48> county:303",62147,0.4821
2695,"Jack County, Texas: Summary level: 050, state:48> county:237",68059,0.4644
2696,"Kaufman County, Texas: Summary level: 050, state:48> county:257",73609,0.4109
2697,"Kendall County, Texas: Summary level: 050, state:48> county:259",94897,0.459
2698,"Bosque County, Texas: Summary level: 050, state:48> county:035",56282,0.4418
2699,"Floyd County, Texas: Summary level: 050, state:48> county:153",52866,0.4489
2700,"Bexar County, Texas: Summary level: 050, state:48> county:029",63323,0.4658
2701,"Bailey County, Texas: Summary level: 050, state:48> county:017",48281,0.4201
2702,"Chambers County, Texas: Summary level: 050, state:48> county:071",90360,0.4317
2703,"Baylor County, Texas: Summary level: 050, state:48> county:023",50607,0.5624
2704,"Bell County, Texas: Summary level: 050, state:48> county:027",60751,0.4298
2705,"Cameron County, Texas: Summary level: 050, state:48> county:061",40627,0.4899
2706,"Denton County, Texas: Summary level: 050, state:48> county:121",98798,0.4346
2707,"Orange County, Texas: Summary level: 050, state:48> county:361",64150,0.4508
2708,"Hutchinson County, Texas: Summary level: 050, state:48> county:233",61890,0.4443
2709,"Washington County, Texas: Summary level: 050, state:48> county:477",66861,0.4607
2710,"Morris County, Texas: Summary level: 050, state:48> county:343",51788,0.4407
2711,"Stephens County, Texas: Summary level: 050, state:48> county:429",54808,0.4422
2712,"Winkler County, Texas: Summary level: 050, state:48> county:495",62097,0.4529
2713,"Harris County, Texas: Summary level: 050, state:48> county:201",66136,0.4979
2714,"Andrews County, Texas: Summary level: 050, state:48> county:003",79260,0.454
2715,"Burnet County, Texas: Summary level: 050, state:48> county:053",66631,0.4525
2716,"Gillespie County, Texas: Summary level: 050, state:48> county:171",69355,0.471
2717,"Gonzales County, Texas: Summary level: 050, state:48> county:177",58404,0.4661
2718,"Dallas County, Texas: Summary level: 050, state:48> county:113",60410,0.5031
2719,"Lynn County, Texas: Summary level: 050, state:48> county:305",53808,0.4996
2720,"McMullen County, Texas: Summary level: 050, state:48> county:311",75729,0.5475
2721,"Young County, Texas: Summary level: 050, state:48> county:503",58048,0.4493
2722,"Zapata County, Texas: Summary level: 050, state:48> county:505",39771,0.5308
2723,"Johnson County, Texas: Summary level: 050, state:48> county:251",68646,0.4093
2724,"Hood County, Texas: Summary level: 050, state:48> county:221",72261,0.4638
2725,"Hopkins County, Texas: Summary level: 050, state:48> county:223",57257,0.4533
2726,"McLennan County, Texas: Summary level: 050, state:48> county:309",59078,0.4778
2727,"Ochiltree County, Texas: Summary level: 050, state:48> county:357",58555,0.4491
2728,"King County, Texas: Summary level: 050, state:48> county:269",75000,0.3889
2729,"Knox County, Texas: Summary level: 050, state:48> county:275",57885,0.4067
2730,"Cherokee County, Texas: Summary level: 050, state:48> county:073",52658,0.451
2731,"Concho County, Texas: Summary level: 050, state:48> county:095",60152,0.5012
2732,"Delta County, Texas: Summary level: 050, state:48> county:119",52862,0.4382
2733,"Edwards County, Texas: Summary level: 050, state:48> county:137",62885,0.4687
2734,"Eastland County, Texas: Summary level: 050, state:48> county:133",44022,0.5227
2735,"Jones County, Texas: Summary level: 050, state:48> county:253",60563,0.4727
2736,"Jeff Davis County, Texas: Summary level: 050, state:48> county:243",59960,0.3705
2737,"Jim Hogg County, Texas: Summary level: 050, state:48> county:247",42167,0.4998
2738,"Jim Wells County, Texas: Summary level: 050, state:48> county:249",52205,0.4879
2739,"Montgomery County, Texas: Summary level: 050, state:48> county:339",87145,0.4793
2740,"Dallam County, Texas: Summary level: 050, state:48> county:111",53207,0.4878
2741,"Dimmit County, Texas: Summary level: 050, state:48> county:127",37685,0.5134
2742,"Webb County, Texas: Summary level: 050, state:48> county:479",43513,0.4912
2743,"Fort Bend County, Texas: Summary level: 050, state:48> county:157",104240,0.4336
2744,"Armstrong County, Texas: Summary level: 050, state:48> county:011",86389,0.3781
2745,"Castro County, Texas: Summary level: 050, state:48> county:069",49707,0.4834
2746,"Irion County, Texas: Summary level: 050, state:48> county:235",83810,0.4689
2747,"Kleberg County, Texas: Summary level: 050, state:48> county:273",54284,0.4656
2748,"Willacy County, Texas: Summary level: 050, state:48> county:489",31361,0.5046
2749,"Cooke County, Texas: Summary level: 050, state:48> county:097",69918,0.4191
2750,"Crosby County, Texas: Summary level: 050, state:48> county:107",45625,0.4679
2751,"Dawson County, Texas: Summary level: 050, state:48> county:115",52310,0.4934
2752,"Fisher County, Texas: Summary level: 050, state:48> county:151",62125,0.4534
2753,"Duval County, Texas: Summary level: 050, state:48> county:131",40625,0.4845
2754,"Burleson County, Texas: Summary level: 050, state:48> county:051",63589,0.4484
2755,"Blanco County, Texas: Summary level: 050, state:48> county:031",64830,0.448
2756,"Jasper County, Texas: Summary level: 050, state:48> county:241",58059,0.4448
2757,"Jefferson County, Texas: Summary level: 050, state:48> county:245",57730,0.4909
2758,"Kinney County, Texas: Summary level: 050, state:48> county:271",58696,0.4401
2759,"Oldham County, Texas: Summary level: 050, state:48> county:359",75347,0.4696
2760,"Deaf Smith County, Texas: Summary level: 050, state:48> county:117",59665,0.3947
2761,"Galveston County, Texas: Summary level: 050, state:48> county:167",81498,0.4713
2762,"El Paso County, Texas: Summary level: 050, state:48> county:141",48308,0.4622
2763,"La Salle County, Texas: Summary level: 050, state:48> county:283",49342,0.5869
2764,"Roberts County, Texas: Summary level: 050, state:48> county:393",86250,0.3542
2765,"Terrell County, Texas: Summary level: 050, state:48> county:443",41500,0.5022
2766,"Tyler County, Texas: Summary level: 050, state:48> county:457",60079,0.4387
2767,"Uvalde County, Texas: Summary level: 050, state:48> county:463",52799,0.4392
2768,"Wheeler County, Texas: Summary level: 050, state:48> county:483",57339,0.4141
2769,"Bowie County, Texas: Summary level: 050, state:48> county:037",57711,0.4966
2770,"Archer County, Texas: Summary level: 050, state:48> county:009",77962,0.4387
2771,"Brewster County, Texas: Summary level: 050, state:48> county:043",53553,0.4703
2772,"Kent County, Texas: Summary level: 050, state:48> county:263",75625,0.4715
2773,"Hidalgo County, Texas: Summary level: 050, state:48> county:215",40925,0.4902
2774,"Smith County, Texas: Summary level: 050, state:48> county:423",62850,0.4667
2775,"Somervell County, Texas: Summary level: 050, state:48> county:425",59070,0.4458
2776,"Crockett County, Texas: Summary level: 050, state:48> county:105",66218,0.4088
2777,"Millard County, Utah: Summary level: 050, state:49> county:027",64715,0.3777
2778,"Tooele County, Utah: Summary level: 050, state:49> county:045",72524,0.3522
2779,"Washington County, Utah: Summary level: 050, state:49> county:053",62732,0.4381
2780,"Kane County, Utah: Summary level: 050, state:49> county:025",69425,0.4152
2781,"Summit County, Utah: Summary level: 050, state:49> county:043",107293,0.4924
2782,"Grand County, Utah: Summary level: 050, state:49> county:019",58945,0.4226
2783,"Piute County, Utah: Summary level: 050, state:49> county:031",51458,0.3889
2784,"Rich County, Utah: Summary level: 050, state:49> county:033",63370,0.4266
2785,"Wasatch County, Utah: Summary level: 050, state:49> county:051",83289,0.408
2786,"Beaver County, Utah: Summary level: 050, state:49> county:001",63107,0.3796
2787,"Box Elder County, Utah: Summary level: 050, state:49> county:003",65125,0.3738
2788,"Iron County, Utah: Summary level: 050, state:49> county:021",56260,0.4393
2789,"Sanpete County, Utah: Summary level: 050, state:49> county:039",58548,0.3884
2790,"Sevier County, Utah: Summary level: 050, state:49> county:041",59196,0.4148
2791,"Utah County, Utah: Summary level: 050, state:49> county:049",73543,0.4163
2792,"Weber County, Utah: Summary level: 050, state:49> county:057",71359,0.4011
2793,"Duchesne County, Utah: Summary level: 050, state:49> county:013",69389,0.3871
2794,"San Juan County, Utah: Summary level: 050, state:49> county:037",50721,0.4813
2795,"Salt Lake County, Utah: Summary level: 050, state:49> county:035",78828,0.4357
2796,"Uintah County, Utah: Summary level: 050, state:49> county:047",73914,0.4292
2797,"Daggett County, Utah: Summary level: 050, state:49> county:009",93583,0.342
2798,"Davis County, Utah: Summary level: 050, state:49> county:011",83850,0.3827
2799,"Wayne County, Utah: Summary level: 050, state:49> county:055",59000,0.4077
2800,"Carbon County, Utah: Summary level: 050, state:49> county:007",60024,0.4241
2801,"Emery County, Utah: Summary level: 050, state:49> county:015",65094,0.3651
2802,"Morgan County, Utah: Summary level: 050, state:49> county:029",91542,0.3804
2803,"Cache County, Utah: Summary level: 050, state:49> county:005",62971,0.4309
2804,"Garfield County, Utah: Summary level: 050, state:49> county:017",63389,0.422
2805,"Juab County, Utah: Summary level: 050, state:49> county:023",59940,0.3688
2806,"Rutland County, Vermont: Summary level: 050, state:50> county:021",67291,0.4286
2807,"Orleans County, Vermont: Summary level: 050, state:50> county:019",56299,0.4381
2808,"Grand Isle County, Vermont: Summary level: 050, state:50> county:013",77222,0.4487
2809,"Orange County, Vermont: Summary level: 050, state:50> county:017",70070,0.4051
2810,"Chittenden County, Vermont: Summary level: 050, state:50> county:007",91080,0.4536
2811,"Lamoille County, Vermont: Summary level: 050, state:50> county:015",67639,0.4693
2812,"Windsor County, Vermont: Summary level: 050, state:50> county:027",74662,0.4669
2813,"Franklin County, Vermont: Summary level: 050, state:50> county:011",76898,0.4246
2814,"Caledonia County, Vermont: Summary level: 050, state:50> county:005",62734,0.4238
2815,"Windham County, Vermont: Summary level: 050, state:50> county:025",66759,0.4464
2816,"Bennington County, Vermont: Summary level: 050, state:50> county:003",65812,0.4535
