Location,median_income
"Chattahoochee County, Georgia: Summary level: 050, state:13> county:053",50172
"Chattooga County, Georgia: Summary level: 050, state:13> county:055",44076
"Columbia County, Georgia: Summary level: 050, state:13> county:073",83197
"Decatur County, Georgia: Summary level: 050, state:13> county:087",47423
"Floyd County, Georgia: Summary level: 050, state:13> county:115",56497
"Forsyth County, Georgia: Summary level: 050, state:13> county:117",108147
"Habersham County, Georgia: Summary level: 050, state:13> county:137",54607
"Hart County, Georgia: Summary level: 050, state:13> county:147",52115
"Lowndes County, Georgia: Summary level: 050, state:13> county:185",51555
"McIntosh County, Georgia: Summary level: 050, state:13> county:191",54286
"Meriwether County, Georgia: Summary level: 050, state:13> county:199",48719
"Monroe County, Georgia: Summary level: 050, state:13> county:207",66485
"Putnam County, Georgia: Summary level: 050, state:13> county:237",57302
"Sumter County, Georgia: Summary level: 050, state:13> county:261",41607
"Taliaferro County, Georgia: Summary level: 050, state:13> county:265",41406
"Warren County, Georgia: Summary level: 050, state:13> county:301",45913
"Baker County, Georgia: Summary level: 050, state:13> county:007",53258
"Bryan County, Georgia: Summary level: 050, state:13> county:029",79198
"Butts County, Georgia: Summary level: 050, state:13> county:035",48592
"Candler County, Georgia: Summary level: 050, state:13> county:043",37025
"Camden County, Georgia: Summary level: 050, state:13> county:039",59326
"Carroll County, Georgia: Summary level: 050, state:13> county:045",57896
"Crawford County, Georgia: Summary level: 050, state:13> county:079",51900
"Early County, Georgia: Summary level: 050, state:13> county:099",40216
"Crisp County, Georgia: Summary level: 050, state:13> county:081",39291
"Coffee County, Georgia: Summary level: 050, state:13> county:069",46056
"Coweta County, Georgia: Summary level: 050, state:13> county:077",76692
"Cobb County, Georgia: Summary level: 050, state:13> county:067",86091
"Gilmer County, Georgia: Summary level: 050, state:13> county:123",55000
"Dade County, Georgia: Summary level: 050, state:13> county:083",58750
"Walton County, Georgia: Summary level: 050, state:13> county:297",64940
"Wilkes County, Georgia: Summary level: 050, state:13> county:317",49123
"Brooks County, Georgia: Summary level: 050, state:13> county:027",46892
"Dodge County, Georgia: Summary level: 050, state:13> county:091",46998
"Gordon County, Georgia: Summary level: 050, state:13> county:129",47282
"Elbert County, Georgia: Summary level: 050, state:13> county:105",44710
"Cherokee County, Georgia: Summary level: 050, state:13> county:057",86552
"Fayette County, Georgia: Summary level: 050, state:13> county:113",100318
"Jenkins County, Georgia: Summary level: 050, state:13> county:165",39103
"Lee County, Georgia: Summary level: 050, state:13> county:177",76521
"Newton County, Georgia: Summary level: 050, state:13> county:217",60680
"Pickens County, Georgia: Summary level: 050, state:13> county:227",71311
"Greene County, Georgia: Summary level: 050, state:13> county:133",59792
"Colquitt County, Georgia: Summary level: 050, state:13> county:071",40003
"Cook County, Georgia: Summary level: 050, state:13> county:075",41823
"Dawson County, Georgia: Summary level: 050, state:13> county:085",73861
"Hancock County, Georgia: Summary level: 050, state:13> county:141",33140
"Clayton County, Georgia: Summary level: 050, state:13> county:063",49001
"Fulton County, Georgia: Summary level: 050, state:13> county:121",83533
"Hall County, Georgia: Summary level: 050, state:13> county:139",63700
"Lumpkin County, Georgia: Summary level: 050, state:13> county:187",56356
"McDuffie County, Georgia: Summary level: 050, state:13> county:189",50801
"Miller County, Georgia: Summary level: 050, state:13> county:201",46935
"Morgan County, Georgia: Summary level: 050, state:13> county:211",64011
"Heard County, Georgia: Summary level: 050, state:13> county:149",60000
"Oconee County, Georgia: Summary level: 050, state:13> county:219",90870
"Dougherty County, Georgia: Summary level: 050, state:13> county:095",41278
"Fannin County, Georgia: Summary level: 050, state:13> county:111",56314
"Henry County, Georgia: Summary level: 050, state:13> county:151",72856
"Houston County, Georgia: Summary level: 050, state:13> county:153",64370
"Laurens County, Georgia: Summary level: 050, state:13> county:175",43020
"Long County, Georgia: Summary level: 050, state:13> county:183",55664
"Spalding County, Georgia: Summary level: 050, state:13> county:255",52011
"Stephens County, Georgia: Summary level: 050, state:13> county:257",54483
"Telfair County, Georgia: Summary level: 050, state:13> county:271",36116
"Union County, Georgia: Summary level: 050, state:13> county:291",55753
"Upson County, Georgia: Summary level: 050, state:13> county:293",47651
"Washington County, Georgia: Summary level: 050, state:13> county:303",46318
"White County, Georgia: Summary level: 050, state:13> county:311",52122
"Peach County, Georgia: Summary level: 050, state:13> county:225",56026
"Paulding County, Georgia: Summary level: 050, state:13> county:223",71204
"Pierce County, Georgia: Summary level: 050, state:13> county:229",50364
"Pike County, Georgia: Summary level: 050, state:13> county:231",66916
"Richmond County, Georgia: Summary level: 050, state:13> county:245",48140
"Screven County, Georgia: Summary level: 050, state:13> county:251",45324
"Tattnall County, Georgia: Summary level: 050, state:13> county:267",47189
"Berrien County, Georgia: Summary level: 050, state:13> county:019",45120
"Walker County, Georgia: Summary level: 050, state:13> county:295",53001
"Gwinnett County, Georgia: Summary level: 050, state:13> county:135",72804
"Barrow County, Georgia: Summary level: 050, state:13> county:013",61750
"Charlton County, Georgia: Summary level: 050, state:13> county:049",54318
"Clinch County, Georgia: Summary level: 050, state:13> county:065",43565
"Bartow County, Georgia: Summary level: 050, state:13> county:015",60259
"Douglas County, Georgia: Summary level: 050, state:13> county:097",67280
"Grady County, Georgia: Summary level: 050, state:13> county:131",45574
"Jeff Davis County, Georgia: Summary level: 050, state:13> county:161",44552
"Montgomery County, Georgia: Summary level: 050, state:13> county:209",48135
"Oglethorpe County, Georgia: Summary level: 050, state:13> county:221",52717
"Randolph County, Georgia: Summary level: 050, state:13> county:243",35720
"Rockdale County, Georgia: Summary level: 050, state:13> county:247",62643
"Ware County, Georgia: Summary level: 050, state:13> county:299",44931
"Wayne County, Georgia: Summary level: 050, state:13> county:305",51088
"Wheeler County, Georgia: Summary level: 050, state:13> county:309",38304
"Wilcox County, Georgia: Summary level: 050, state:13> county:315",46610
"Baldwin County, Georgia: Summary level: 050, state:13> county:009",51707
"Banks County, Georgia: Summary level: 050, state:13> county:011",48794
"Bulloch County, Georgia: Summary level: 050, state:13> county:031",52684
"Clarke County, Georgia: Summary level: 050, state:13> county:059",52293
"Hawaii County, Hawaii: Summary level: 050, state:15> county:001",66165
"Honolulu County, Hawaii: Summary level: 050, state:15> county:003",93367
"Maui County, Hawaii: Summary level: 050, state:15> county:009",82641
"Kauai County, Hawaii: Summary level: 050, state:15> county:007",85517
"Kalawao County, Hawaii: Summary level: 050, state:15> county:005",113125
"Oneida County, Idaho: Summary level: 050, state:16> county:071",60868
"Cassia County, Idaho: Summary level: 050, state:16> county:031",52500
"Gem County, Idaho: Summary level: 050, state:16> county:045",50100
"Lincoln County, Idaho: Summary level: 050, state:16> county:063",55078
"Valley County, Idaho: Summary level: 050, state:16> county:085",63429
"Adams County, Idaho: Summary level: 050, state:16> county:003",55833
"Franklin County, Idaho: Summary level: 050, state:16> county:041",56944
"Nez Perce County, Idaho: Summary level: 050, state:16> county:069",63867
"Jerome County, Idaho: Summary level: 050, state:16> county:053",52122
"Kootenai County, Idaho: Summary level: 050, state:16> county:055",63835
"Lewis County, Idaho: Summary level: 050, state:16> county:061",50833
"Minidoka County, Idaho: Summary level: 050, state:16> county:067",51856
"Twin Falls County, Idaho: Summary level: 050, state:16> county:083",59017
"Owyhee County, Idaho: Summary level: 050, state:16> county:073",45767
"Blaine County, Idaho: Summary level: 050, state:16> county:013",73824
"Boise County, Idaho: Summary level: 050, state:16> county:015",64299
"Boundary County, Idaho: Summary level: 050, state:16> county:021",60203
"Butte County, Idaho: Summary level: 050, state:16> county:023",52000
"Caribou County, Idaho: Summary level: 050, state:16> county:029",66339
"Gooding County, Idaho: Summary level: 050, state:16> county:047",52662
"Ada County, Idaho: Summary level: 050, state:16> county:001",77222
"Bannock County, Idaho: Summary level: 050, state:16> county:005",60692
"Bear Lake County, Idaho: Summary level: 050, state:16> county:007",61875
"Bingham County, Idaho: Summary level: 050, state:16> county:011",60488
"Bonneville County, Idaho: Summary level: 050, state:16> county:019",63170
"Camas County, Idaho: Summary level: 050, state:16> county:025",50250
"Canyon County, Idaho: Summary level: 050, state:16> county:027",53822
"Clearwater County, Idaho: Summary level: 050, state:16> county:035",52348
"Jefferson County, Idaho: Summary level: 050, state:16> county:051",61338
"Latah County, Idaho: Summary level: 050, state:16> county:057",66467
"Custer County, Idaho: Summary level: 050, state:16> county:037",50741
"Lemhi County, Idaho: Summary level: 050, state:16> county:059",49895
"Payette County, Idaho: Summary level: 050, state:16> county:075",55830
"Benewah County, Idaho: Summary level: 050, state:16> county:009",51738
"Bonner County, Idaho: Summary level: 050, state:16> county:017",57959
"Clark County, Idaho: Summary level: 050, state:16> county:033",34750
"Elmore County, Idaho: Summary level: 050, state:16> county:039",53695
"Fremont County, Idaho: Summary level: 050, state:16> county:043",59344
"Madison County, Idaho: Summary level: 050, state:16> county:065",36504
"Shoshone County, Idaho: Summary level: 050, state:16> county:079",50507
"Idaho County, Idaho: Summary level: 050, state:16> county:049",49955
"Teton County, Idaho: Summary level: 050, state:16> county:081",68517
"Power County, Idaho: Summary level: 050, state:16> county:077",55082
"Washington County, Idaho: Summary level: 050, state:16> county:087",47887
